STT	Chữ Hán	Cách đọc	Ý nghĩa	Ví dụ	Unit	Giáo trình
32	グレープフルーツ	グレープフルーツ	Quả bưởi chùm	グレープフルーツはとても大きいです。\nQuả bưởi chùm rất to.	16	Nhà của Cáo N5
33	ココナッツ	ココナッツ	Quả dừa	ココナッツはとても甘いです。\nQuả dừa rất ngọt.	16	Nhà của Cáo N5
34	さくらんぼ	さくらんぼ	Quả anh đào	さくらんぼはとても高いです。\nQuả anh đào rất đắt.	16	Nhà của Cáo N5
35	ざくろ	ざくろ	Quả lựu	ざくろは少し甘いです。\nQuả lựu hơi ngọt.	16	Nhà của Cáo N5
36	シークワーサー	シークワーサー	Quả chanh lõm	シークワーサーはとてもすっぱいです。\nQuả chanh lõm rất chua.	16	Nhà của Cáo N5
37	すいか	すいか	Quả dưa hấu	ネコさんのすいかはとても大きいです。\nDưa hấu của anh Neko rất to.	16	Nhà của Cáo N5
38	スターフルーツ	スターフルーツ	Quả khế	スターフルーツは少しすっぱいです。\nQuả khế hơi chua.	16	Nhà của Cáo N5
39	すだち	すだち	Quả chanh Nhật/Quả cam Sudachi	すだちはとてもすっぱいです。\nQuả chanh Nhật rất chua.	16	Nhà của Cáo N5
40	すもも	すもも	Quả mận Nhật/Quả mận Bắc	すももは少し甘いです。\nQuả mận Nhật hơi ngọt.	16	Nhà của Cáo N5
41	でこぽん	でこぽん	Quả quýt dekopon	でこぽんはとても甘いです。\nQuả quýt dekopon rất ngọt.	16	Nhà của Cáo N5
42	ドラゴンフルーツ	ドラゴンフルーツ	Quả thanh long	ドラゴンフルーツはとても有名です。\nQuả thanh long rất nổi tiếng.	16	Nhà của Cáo N5
43	ドリアン	ドリアン	Quả sầu riêng	ドリアンはとても大きいです。\nQuả sầu riêng rất to.	16	Nhà của Cáo N5
44	梨	なし	Quả lê	梨は少し高いです。\nQuả lê hơi đắt.	16	Nhà của Cáo N5
45	なつめ	なつめ	Quả táo tàu	なつめはとても小さいです。\nQuả táo tàu rất nhỏ.	16	Nhà của Cáo N5
46	パイナップル	パイナップル	Quả dứa	パイナップルはとても甘いです。\nQuả dứa rất ngọt.	16	Nhà của Cáo N5
47	パッションフルーツ	パッションフルーツ	Quả chanh dây	パッションフルーツは少しすっぱいです。\nQuả chanh dây hơi chua.	16	Nhà của Cáo N5
48	パパイヤ	パパイヤ	Quả đu đủ	パパイヤは全然すっぱくないです。\nQuả đu đủ hoàn toàn không chua.	16	Nhà của Cáo N5
49	びわ	びわ	Quả nhót tây; Quả lô quất	びわは少し甘いです。\nQuả nhót tây hơi ngọt.	16	Nhà của Cáo N5
50	ぶどう	ぶどう	Quả nho	ぶどうはとてもおいしいです。\nQuả nho rất ngon.	16	Nhà của Cáo N5
51	ブラックベリー	ブラックベリー	Quả mâm xôi đen	ブラックベリーはあまり甘くないです。\nQuả mâm xôi đen không ngọt lắm.	16	Nhà của Cáo N5
52	ブルーベリー	ブルーベリー	Quả việt quất	ブルーベリーはとても小さいです。\nQuả việt quất rất nhỏ.	16	Nhà của Cáo N5
53	プルーン	プルーン	Quả mận khô	プルーンは少し甘いです。\nQuả mận khô hơi ngọt.	16	Nhà của Cáo N5
54	マンゴー	マンゴー	Quả xoài	マンゴーはとても有名です。\nQuả xoài rất nổi tiếng.	16	Nhà của Cáo N5
55	メロン	メロン	Quả dưa lưới	キツネさんのメロンはとても高いです。\nDưa lưới của anh Kitsune rất đắt.	16	Nhà của Cáo N5
56	桃	もも	Quả đào	桃はとても甘いです。\nQuả đào rất ngọt.	16	Nhà của Cáo N5
57	ライチ	ライチ	Quả vải	ライチはとてもおいしいです。\nQuả vải rất ngon.	16	Nhà của Cáo N5
58	りんご	りんご	Quả táo	りんごはあまり高くないです。\nQuả táo không đắt lắm.	16	Nhà của Cáo N5
59	おいしい	おいしい	Ngon	イヌさんの料理はとてもおいしいです。\nMón ăn của anh Inu rất ngon.	16	Nhà của Cáo N5
60	甘い	あまい	Ngọt	ケーキはとても甘いです。\nBánh kem rất ngọt.	16	Nhà của Cáo N5
61	辛い	からい	Cay	カレーはあまり辛くないです。\nMón cà ri không cay lắm.	16	Nhà của Cáo N5
62	すっぱい	すっぱい	Chua	レモンはとてもすっぱいです。\nQuả chanh rất chua.	16	Nhà của Cáo N5
63	しょっぱい	しょっぱい	Mặn	肉は少ししょっぱいです。\nThịt hơi mặn.	16	Nhà của Cáo N5
64	うまい	うまい	Ngon/Ngọt thịt	豚肉はとてもうまいです。\nThịt lợn rất ngon.	16	Nhà của Cáo N5
65	渋い	しぶい	Chát	お茶は少し渋いです。\nTrà hơi chát.	16	Nhà của Cáo N5
66	一年中	いちねんじゅう	Suốt năm	ベトナムは一年中、どうですか。\nViệt Nam quanh năm thì thế nào?	16	Nhà của Cáo N5
67	全然	ぜんぜん	Hoàn toàn không	ネコさんは全然静かじゃありません。\nAnh Neko hoàn toàn không yên tĩnh.	16	Nhà của Cáo N5
68	あまり	あまり	Không lắm	コーヒーはあまり高くないです。\nCà phê không đắt lắm.	16	Nhà của Cáo N5
69	少し	すこし	Một chút	カメラは少し高いです。\nMáy ảnh hơi đắt.	16	Nhà của Cáo N5
70	とても	とても	Rất	日本はとても綺麗です。\nNhật Bản rất đẹp.	16	Nhà của Cáo N5
71	どう	どう	Như thế nào	カナダは夏、どうですか。\nCanada vào mùa hè thì thế nào?	16	Nhà của Cáo N5
72	そうですね。	そうですね。	À, để xem nào / Đúng vậy nhỉ	そうですね。少し高いです。\nĐể xem nào. Hơi đắt một chút.	16	Nhà của Cáo N5
