STT	Chữ Hán	Cách đọc	Ý nghĩa	Ví dụ	Unit	Giáo trình
38	ジーンズ	ジーンズ	Quần jean	そのジーンズも４０００円ですか。\nQuần jean đó cũng 4000 yên phải không?	7	Nhà của Cáo N5
39	パンツ	パンツ	Quần	このパンツはいくらですか。\nQuần này bao nhiêu tiền?	7	Nhà của Cáo N5
40	スカート	スカート	Váy	あのスカートは１４７８円ですか。\nCái váy kia 1478 yên đúng không?	7	Nhà của Cáo N5
41	ワンピース	ワンピース	Váy liền	そのワンピースじゃありません。あのワンピースです。\nKhông phải váy liền đó. Cái váy liền kia cơ.	7	Nhà của Cáo N5
42	帽子	ぼうし	Mũ	この帽子はネコさんの帽子ですか。\nCái mũ này là của anh Neko phải không?	7	Nhà của Cáo N5
43	眼鏡	めがね	Kính	あの中国の眼鏡はいくらですか。\nCái kính Trung Quốc kia bao nhiêu tiền?	7	Nhà của Cáo N5
44	サングラス	サングラス	Kính râm	このサングラスは韓国のサングラスです。\nCái kính râm này là kính râm của Hàn Quốc.	7	Nhà của Cáo N5
45	ネクタイ	ネクタイ	Cà vạt	スーツとネクタイはいくらですか。\nVest và cà vạt hết bao nhiêu tiền?	7	Nhà của Cáo N5
46	指輪	ゆびわ	Nhẫn	イヌさん、イヌさんの指輪はいくらですか。\nAnh Inu ơi, nhẫn của anh bao nhiêu tiền thế ạ?	7	Nhà của Cáo N5
47	時計	とけい	Đồng hồ	その時計もスイスの時計じゃありません。\nChiếc đồng hồ đó cũng không phải đồng hồ Thụy Sĩ đâu.	7	Nhà của Cáo N5
48	鞄	かばん	Cặp, túi xách	この鞄はいくらですか。\nCái cặp này bao nhiêu tiền?	7	Nhà của Cáo N5
49	財布	さいふ	Ví	あの財布はキツネさんの財布ですね。\nCái ví kia là ví của anh Kitsune nhỉ.	7	Nhà của Cáo N5
