52	いいえ、キツネさんはデザイナーじゃありません。	いいえ、キツネさんはデザイナー（デザイナー）じゃありません。	Dạ không, anh Kitsune không phải là designer.	2	Nhà của Cáo N5
53	いいえ、イヌさんは経営者じゃありません。	いいえ、イヌさんは経営者（けいえいしゃ）じゃありません。	Dạ không, anh Inu không phải là doanh nhân.	2	Nhà của Cáo N5
54	いいえ、キツネさんは会社員じゃありません。	いいえ、キツネさんは会社員（かいしゃいん）じゃありません。	Dạ không, anh Kitsune không phải là nhân viên công ty.	2	Nhà của Cáo N5
55	いいえ、ネコさんは銀行員じゃありません。	いいえ、ネコさんは銀行員（ぎんこういん）じゃありません。	Dạ không, anh Neko không phải là nhân viên ngân hàng.	2	Nhà của Cáo N5
56	いいえ、ネコさんはお医者さんじゃありません。	いいえ、ネコさんはお医者（いしゃ）さんじゃありません。	Dạ không, anh Neko không phải là bác sĩ.	2	Nhà của Cáo N5
57	いいえ、ネコさんは看護師さんじゃありません。	いいえ、ネコさんは看護師（かんごし）さんじゃありません。	Dạ không, anh Neko không phải là y tá.	2	Nhà của Cáo N5
58	いいえ、ネコさんは介護士さんじゃありません。	いいえ、ネコさんは介護士（かいごし）さんじゃありません。	Dạ không, anh Neko không phải là hộ lý.	2	Nhà của Cáo N5
59	いいえ、ネコさんはお巡りさんじゃありません。	いいえ、ネコさんはお巡（まわ）りさんじゃありません。	Dạ không, anh Neko không phải là cảnh sát.	2	Nhà của Cáo N5
60	いいえ、キツネさんは駅員さんじゃありません。	いいえ、キツネさんは駅員（えきいん）さんじゃありません。	Dạ không, anh Kitsune không phải là nhân viên nhà ga.	2	Nhà của Cáo N5
61	いいえ、イヌさんは運転手さんじゃありません。	いいえ、イヌさんは運転手（うんてんしゅ）さんじゃありません。	Dạ không, anh Inu không phải là tài xế.	2	Nhà của Cáo N5
62	いいえ、キツネさんは先生じゃありません。	いいえ、キツネさんは先生（せんせい）じゃありません。	Dạ không, anh Kitsune không phải là giáo viên.	2	Nhà của Cáo N5
63	いいえ、ネコさんは学生じゃありません。	いいえ、ネコさんは学生（がくせい）じゃありません。	Dạ không, anh Neko không phải là học sinh.	2	Nhà của Cáo N5
64	いいえ、デザイナーじゃありません。	いいえ、デザイナー（デザイナー）じゃありません。	Dạ không, mình không phải là designer.	2	Nhà của Cáo N5
65	いいえ、経営者じゃありません。	いいえ、経営者（けいえいしゃ）じゃありません。	Dạ không, mình không phải là doanh nhân.	2	Nhà của Cáo N5
66	いいえ、会社員じゃありません。	いいえ、会社員（かいしゃいん）じゃありません。	Dạ không, mình không phải là nhân viên công ty.	2	Nhà của Cáo N5
67	いいえ、銀行員じゃありません。	いいえ、銀行員（ぎんこういん）じゃありません。	Dạ không, mình không phải là nhân viên ngân hàng.	2	Nhà của Cáo N5
68	いいえ、医者じゃありません。	いいえ、医者（いしゃ）じゃありません。	Dạ không, mình không phải là bác sĩ.	2	Nhà của Cáo N5
69	いいえ、看護師じゃありません。	いいえ、看護師（かんごし）じゃありません。	Dạ không, mình không phải là y tá.	2	Nhà của Cáo N5
70	いいえ、介護士じゃありません。	いいえ、介護士（かいごし）じゃありません。	Dạ không, mình không phải là hộ lý.	2	Nhà của Cáo N5
71	いいえ、警察官じゃありません。	いいえ、警察官（けいさつかん）じゃありません。	Dạ không, mình không phải là cảnh sát.	2	Nhà của Cáo N5
72	いいえ、駅員じゃありません。	いいえ、駅員（えきいん）じゃありません。	Dạ không, mình không phải là nhân viên nhà ga.	2	Nhà của Cáo N5
73	いいえ、運転手じゃありません。	いいえ、運転手（うんてんしゅ）じゃありません。	Dạ không, mình không phải là tài xế.	2	Nhà của Cáo N5
74	いいえ、教師じゃありません。	いいえ、教師（きょうし）じゃありません。	Dạ không, mình không phải là giáo viên.	2	Nhà của Cáo N5
75	いいえ、学生じゃありません。	いいえ、学生（がくせい）じゃありません。	Dạ không, mình không phải là học sinh.	2	Nhà của Cáo N5
76	すみません。お名前は？	すみません。お名前（なまえ）は？	Xin lỗi. Tên của bạn là gì?	2	Nhà của Cáo N5
77	すみません。お国は？	すみません。お国（くに）は？	Xin lỗi. Đất nước của bạn là nước nào?	2	Nhà của Cáo N5
78	すみません。お仕事は？	すみません。お仕事（しごと）は？	Xin lỗi. Bạn đang làm nghề gì?	2	Nhà của Cáo N5
