STT	Chữ Hán	Cách đọc	Ý nghĩa	Ví dụ	Unit	Giáo trình
11	英会話	えいかいわ	Hội thoại tiếng Anh	ネコさんは英会話を勉強しているんだって。\nNghe nói anh Neko đang học hội thoại tiếng Anh.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
12	女性	じょせい	Phụ nữ	女性だけではなく、男性もこのゲームが好きだ。\nKhông chỉ phụ nữ mà nam giới cũng thích trò chơi này.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
13	男性	だんせい	Nam giới	キツネさんのクラスは、男性の学生が増えてきた。\nLớp của anh Kitsune đã có nhiều học viên nam hơn.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
14	地球	ちきゅう	Trái đất	これから地球の気温が上がっていく。\nTừ bây giờ nhiệt độ Trái đất sẽ ngày càng tăng.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
15	直接（な）	ちょくせつ（な）	Trực tiếp	病気のために、直接イヌさんに会うことができない。\nVì bị ốm nên tôi không thể gặp trực tiếp anh Inu.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
16	輸入する	ゆにゅうする	Nhập khẩu	日本は食べ物を輸入しているんだって。\nNghe nói Nhật Bản đang nhập khẩu thức ăn.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
17	洋服	ようふく	Âu phục	ネコさんは洋服だけではなく、靴もデザインした。\nAnh Neko không chỉ thiết kế quần áo mà còn thiết kế cả giày nữa.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
18	理由	りゆう	Lý do	理由がわからないために、答えられない。\nVì không biết lý do nên tôi không thể trả lời.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
19	グラフ	グラフ	Biểu đồ	このグラフを見ると、人口が減ってきたことがわかる。\nNhìn biểu đồ này, có thể thấy dân số đã giảm.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
20	～化	～か	Trở nên ~	温暖化のために、雪が少なくなった。\nVì sự nóng lên toàn cầu nên tuyết đã ít đi.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
21	～倍	～ばい	Gấp ~ lần	野菜の値段が2倍になっていく。\nGiá rau sẽ tăng lên gấp đôi.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
22	下がる	さがる	Giảm xuống	明日は気温が下がるんだって。\nNghe nói ngày mai nhiệt độ sẽ giảm.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
23	飼う	かう	Nuôi	イヌさんは犬だけではなく、猫も飼っている。\nAnh Inu không chỉ nuôi chó mà còn nuôi cả mèo.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
24	咲く	さく	Nở	暖かくなってきたために、桜が咲き始めた。\nVì trời ấm lên nên hoa anh đào đã bắt đầu nở.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
25	アンケートする	アンケートする	Làm khảo sát	これから、学生にアンケートしていく。\nTừ giờ, chúng ta sẽ tiến hành khảo sát học viên.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
26	インタビューする	インタビューする	Phỏng vấn	キツネさんは有名な人にインタビューしたんだって。\nNghe nói anh Kitsune đã phỏng vấn một người nổi tiếng.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
27	発表する	はっぴょうする	Phát biểu	ネコさんは新しいデザインを発表したために、とても忙しい。\nVì anh Neko mới công bố thiết kế mới nên rất bận rộn.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
28	流行する	りゅうこうする	Thịnh hành	日本ではこの服が流行してきた。\nỞ Nhật Bản, trang phục này đã trở nên thịnh hành.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
29	過ごす	すごす	Trải qua	休みの日には、本を読むだけではなく、映画も見て過ごす。\nVào ngày nghỉ, tôi không chỉ đọc sách mà còn xem phim để giải trí.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
30	比べる	くらべる	So sánh	昔と比べたために、違いがわかった。\nVì đã so sánh với ngày xưa nên tôi mới hiểu được sự khác biệt.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
31	汚い	きたない	Bẩn	部屋が汚いんだって。\nNghe nói căn phòng đó bẩn lắm.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
32	ほとんど	ほとんど	Hầu hết	最近、宿題を忘れる学生がほとんどいなくなってきた。\nGần đây, hầu như không còn học viên quên bài tập nữa.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
33	クッキー	クッキー	Bánh quy	イヌさんはクッキーだけではなく、ケーキも作った。\nAnh Inu không chỉ làm bánh quy mà còn làm cả bánh kem.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
34	円高	えんだか	Đồng yên tăng giá	これから円高が進んでいくと思う。\nTôi nghĩ từ nay đồng yên sẽ ngày càng tăng giá.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
35	気温	きおん	Nhiệt độ	気温が下がったために、風邪をひいた。\nVì nhiệt độ giảm nên tôi bị cảm.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
36	立入禁止	たちいりきんし	Cấm vào	あそこは立入禁止なんだって。\nNghe nói chỗ kia bị cấm vào.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
37	南極	なんきょく	Nam cực	南極だけではなく、北極の氷も溶けている。\nKhông chỉ Nam Cực mà băng ở Bắc Cực cũng đang tan.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
38	北極	ほっきょく	Bắc cực	北極の氷が少なくなっていく。\nBăng ở Bắc Cực sẽ ngày càng ít đi.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
39	ダウンロード	ダウンロード	Tải xuống	音楽をダウンロードする人が増えてきた。\nNgười tải nhạc đã tăng lên.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
40	進む	すすむ	Tiến triển	台風のために、仕事が進まない。\nVì bão nên công việc không tiến triển được.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
41	溶ける	とける	Tan chảy	アイスが溶けたんだって。\nNghe nói cây kem đã chảy rồi.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
42	減る	へる	Giảm đi	キツネさんのクラスは、学生が減っていく。\nLớp của anh Kitsune sẽ ngày càng ít học viên đi.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
43	輸出する	ゆしゅつする	Xuất khẩu	日本は車だけではなく、機械も輸出している。\nNhật Bản không chỉ xuất khẩu ô tô mà còn xuất khẩu cả máy móc.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
44	欠席する	けっせきする	Vắng mặt	病気のために、授業を欠席した。\nVì bị ốm nên tôi đã vắng mặt ở buổi học.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
45	危険（な）	きけん（な）	Nguy hiểm	この道は危険なんだって。\nNghe nói con đường này nguy hiểm lắm.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
46	大変（な）	たいへん（な）	Vất vả	仕事が大変になってきた。\nCông việc đã trở nên vất vả hơn.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
47	しかし	しかし	Tuy nhiên	日本語の勉強は大変だ。しかし、これからも続けていく。\nViệc học tiếng Nhật rất vất vả. Tuy nhiên, tôi sẽ tiếp tục học.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
48	どんどん	どんどん	Dần dần	ネコさんの日本語はどんどん上手になってきた。\nTiếng Nhật của anh Neko đã dần trở nên giỏi hơn.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
49	～によると	～によると	Theo như ~	ニュースによると、明日から雨が降るんだって。\nTheo tin tức, nghe nói từ ngày mai trời sẽ mưa.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
50	自信	じしん	Tự tin	イヌさんは教えることだけではなく、歌うことにも自信がある。\nAnh Inu không chỉ tự tin trong việc giảng dạy mà còn cả trong việc ca hát.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
51	知り合い	しりあい	Người quen	日本に知り合いがいないために、寂しい。\nVì không có người quen ở Nhật Bản nên tôi rất buồn.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
52	大成功	だいせいこう	Thành công lớn	キツネさんのセンターはこれから大成功していくと思う。\nTôi nghĩ trung tâm của anh Kitsune từ nay sẽ đạt được thành công lớn.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
53	ポスター	ポスター	Áp phích	ネコさんがこのポスターをデザインしたんだって。\nNghe nói anh Neko đã thiết kế tấm áp phích này.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
54	積極的（な）	せっきょくてき（な）	Tích cực	積極的な学生が増えてきた。\nNhững học viên tích cực đã tăng lên.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
55	消極的（な）	しょうきょくてき（な）	Tiêu cực	彼は消極的な性格のために、友達が少ない。\nVì tính cách nhút nhát nên cậu ấy có ít bạn bè.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
56	いろんな	いろんな	Nhiều	キツネさんは日本語だけではなく、いろんな言葉を知っている。\nAnh Kitsune không chỉ biết tiếng Nhật mà còn biết nhiều ngôn ngữ khác.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
57	約~	やく~	Khoảng ~	毎日、約2時間勉強していく。\nMỗi ngày tôi sẽ học khoảng 2 tiếng.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
58	（お）礼	（お）れい	Lời cảm ơn	お礼のプレゼントを買うんだって。\nNghe nói anh ấy sẽ mua quà để cảm ơn.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
59	キーボード	キーボード	Bàn phím	古くなったために、キーボードが壊れた。\nVì đã cũ nên bàn phím bị hỏng.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
60	USBメモリ	USBメモリ	USB	USBメモリだけではなく、マウスも買った。\nTôi không chỉ mua USB mà còn mua cả chuột máy tính.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
61	プリンター	プリンター	Máy in	プリンターの値段が安くなってきた。\nGiá máy in đã rẻ hơn.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
62	マウス	マウス	Chuột （máy tính）	このマウスは使いやすいんだって。\nNghe nói con chuột này dễ sử dụng lắm.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
63	ハードディスク	ハードディスク	Ổ cứng	これからハードディスクの容量はもっと大きくなっていく。\nTừ bây giờ dung lượng ổ cứng sẽ ngày càng lớn hơn.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
64	ディスプレイ	ディスプレイ	Màn hình	ネコさんのディスプレイは大きくて綺麗なために、仕事がしやすい。\nVì màn hình của anh Neko to và đẹp nên rất dễ làm việc.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
65	電源	でんげん	Nguồn điện	電源を入れたんだって。\nNghe nói anh ấy đã bật nguồn rồi.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
66	データ	データ	Dữ liệu	パソコンだけではなく、USBメモリにもデータを保存する。\nTôi lưu dữ liệu không chỉ ở máy tính mà còn ở cả USB.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
67	ソフト	ソフト	Phần mềm	便利なソフトが増えてきた。\nĐã có nhiều phần mềm tiện lợi hơn.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
68	ウイルス	ウイルス	Virus	パソコンにウイルスが入ったために、データが消えた。\nVì máy tính bị nhiễm virus nên dữ liệu đã biến mất.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
69	司会	しかい	MC	明日の司会はキツネさんなんだって。\nNghe nói MC ngày mai là anh Kitsune.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
70	採用	さいよう	Tuyển dụng	これから新しい先生を採用していく。\nTừ giờ chúng ta sẽ tuyển dụng thêm giáo viên mới.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
71	～届	～とどけ	Đơn ~	病気のために、欠席届を出した。\nVì bị ốm nên tôi đã nộp đơn xin vắng mặt.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
72	オス	オス	Con đực	この犬はオスなんだって。\nNghe nói chú chó này là con đực.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
73	メス	メス	Con cái	オスだけではなく、メスの猫もいる。\nKhông chỉ có mèo đực mà còn có cả mèo cái.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
74	売り上げ	うりあげ	Doanh thu	センターの売り上げが上がってきた。\nDoanh thu của trung tâm đã tăng lên.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
75	若者	わかもの	Người trẻ tuổi	これから、日本の若者は減っていく。\nTừ bây giờ, người trẻ tuổi ở Nhật Bản sẽ ngày càng giảm.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
76	全体	ぜんたい	Toàn bộ	問題が難しかったために、クラス全体が静かになった。\nVì câu hỏi khó nên toàn bộ lớp học đã trở nên im lặng.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
77	部分	ぶぶん	Bộ phận	この部分はネコさんがデザインしたんだって。\nNghe nói phần này do anh Neko thiết kế.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
78	宝くじ	たからくじ	Vé số	キツネさんは宝くじだけではなく、お金もたくさん持っている。\nAnh Kitsune không chỉ sở hữu vé số mà còn có rất nhiều tiền.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
79	木の実	きのみ	Quả cây	秋になって、木の実が落ちてきた。\nTrời sang thu nên quả trên cây đã rụng xuống.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
80	お見合い	おみあい	Xem mắt	イヌさんはお見合いをするんだって。\nNghe nói anh Inu sẽ đi xem mắt.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
81	驚く	おどろく	Ngạc nhiên	大きな音がしたために、驚いた。\nVì có tiếng động lớn nên tôi đã rất ngạc nhiên.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
82	立ち上げる	たちあげる	Thành lập	これからキツネさんは新しいクラスを立ち上げていく。\nTừ giờ anh Kitsune sẽ mở thêm các lớp học mới.	15	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
