STT	Chữ Hán	Cách đọc	Ý nghĩa	Ví dụ	Unit	Giáo trình
36	頼む	たのむ	Nhờ vả, yêu cầu	キツネさんに仕事を頼まれたので、今やっているところです。\nVì được anh Kitsune nhờ làm việc nên bây giờ tôi đang làm đây.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
37	違う	ちがう	Khác, sai khác	答えが違うのに、ネコさんは自信があるみたいです。\nĐáp án sai rành rành ra đấy mà trông anh Neko có vẻ tự tin lắm.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
38	取る	とる	Lấy, cầm, đạt được	泥棒にバッグを取られて、ネコさんは走っていきました。\nBị kẻ trộm giật mất túi xách, anh Neko đã chạy đuổi theo khuất bóng.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
39	踏む	ふむ	Dẫm, đạp	電車の中で、誰かに足を踏まれたようです。\nHình như tôi bị ai đó dẫm phải chân ở trên tàu điện rồi.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
40	褒める	ほめる	Khen ngợi	テストで100点を取ったので、イヌさんはキツネさんに褒められました。\nVì đạt 100 điểm trong bài kiểm tra nên anh Inu đã được anh Kitsune khen ngợi.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
41	招待する	しょうたいする	Mời, chiêu đãi	キツネさんの誕生日に招待されたのに、用事で行けなくなりました。\nĐược mời đến tiệc sinh nhật của anh Kitsune rồi vậy mà tôi lại bận việc không đi được.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
42	配る	くばる	Phát, phân phối	ネコさんは新しいチラシを配っているところです。\nAnh Neko đang phát tờ rơi mới.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
43	ぶつかる	ぶつかる	Đâm vào, va chạm	走ってきた自転車にぶつかられて、イヌさんは転んでしまいました。\nBị chiếc xe đạp đang lao tới đâm trúng, anh Inu đã bị ngã nhào.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
44	撮影する	さつえいする	Quay phim, chụp ảnh	キツネの家のみんなで動画を撮影しているところです。\nMọi người ở Nhà của Cáo đang quay video cùng nhau.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
45	発売する	はつばいする	Bán ra, phát hành	新しいゲームが発売されたのに、お金がなくて買えません。\nTựa game mới đã được mở bán rồi thế mà tôi lại không có tiền để mua.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
46	注意する	ちゅういする	Chú ý, nhắc nhở, cảnh báo	歩きスマホをしていたので、イヌさんは先生に注意されました。\nVì vừa đi vừa dùng điện thoại nên anh Inu đã bị thầy giáo nhắc nhở.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
47	うまい	うまい	Ngon, giỏi, suôn sẻ	キツネさんが作ったケーキは、まるでお店のケーキみたいにうまいです。\nBánh kem anh Kitsune làm ngon cứ như bánh ở tiệm vậy.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
48	いっぱい（な）	いっぱい（な）	Đầy, nhiều	お腹がいっぱいなのに、ネコさんはまだお饅頭を食べています。\nBụng đã no căng rồi vậy mà anh Neko vẫn đang ăn bánh màn thầu.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
49	あれ?	あれ？	Ơ kìa?, Ồ? (biểu thị sự ngạc nhiên)	あれ？ネコさんの姿が見えませんね。どこかへ行ってしまったようです。\nƠ kìa? Không thấy bóng dáng anh Neko đâu cả. Hình như anh ấy đi đâu mất rồi.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
50	ガイドブック	ガイドブック	Sách hướng dẫn du lịch	イヌさんは新しいガイドブックを読んでいるところです。\nAnh Inu đang đọc cuốn sách hướng dẫn du lịch mới.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
51	片手	かたて	Một tay	ネコさんは片手にジュースを持ったまま、走っていきました。\nAnh Neko một tay cầm hộp nước trái cây rồi cứ thế chạy đi mất.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
52	ガイドブックを片手に	ガイドブックをかたてに	Một tay cầm sách hướng dẫn	キツネさんはガイドブックを片手に、街を歩いているところです。\nAnh Kitsune đang đi bộ trên phố, một tay cầm cuốn sách hướng dẫn du lịch.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
53	会場	かいじょう	Hội trường, địa điểm tổ chức	イベントの会場に、たくさんの人が集まってきているところです。\nTại hội trường sự kiện, mọi người đang kéo đến rất đông.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
54	あっち	あっち	Phía kia, chỗ kia	あっちから楽しそうな音楽が聞こえてくるようです。\nHình như có tiếng nhạc vui nhộn đang vang lên từ phía kia.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
55	お化け屋敷	おばけやしき	Nhà ma	お化け屋敷に入ったのに、キツネさんは全然怖がりませんでした。\nĐã vào nhà ma rồi vậy mà anh Kitsune chẳng sợ hãi chút nào.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
56	向こう	むこう	Phía bên kia, đối diện	川の向こうを、イヌさんとネコさんが走っていくところです。\nỞ phía bên kia sông, anh Inu và anh Neko đang chạy đi.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
57	虎	とら	Con hổ	あのネコさんは、まるで小さな虎みたいですね。\nAnh Neko kia nhìn giống hệt một con hổ nhỏ nhỉ.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
58	ミルク	ミルク	Sữa	赤ちゃんがミルクを飲んでいるところです。\nEm bé đang bú sữa.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
59	屋根	やね	Mái nhà	屋根の上に、可愛い鳥が飛んできたようです。\nHình như có một chú chim đáng yêu vừa bay đến trên mái nhà.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
60	鉛筆	えんぴつ	Bút chì	鉛筆を忘れたので、イヌさんに一本貸してもらいました。\nVì quên bút chì nên tôi đã được anh Inu cho mượn một cây.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
61	月	つき	Mặt trăng, tháng	今夜の月は、まるできれいな丸いお皿みたいですね。\nMặt trăng đêm nay nhìn tròn trịa giống hệt một chiếc đĩa đẹp đẽ nhỉ.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
62	プロ	プロ	Chuyên nghiệp	ネコさんの描くイラストは、まるでプロのデザイナーみたいです。\nNhững bức hình minh họa anh Neko vẽ trông y như của một nhà thiết kế chuyên nghiệp vậy.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
63	モデル	モデル	Người mẫu, mẫu	キツネさんは背が高くてかっこいいので、モデルのようです。\nAnh Kitsune dáng cao lại đẹp trai nên nhìn cứ như người mẫu ấy.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
64	多く	おおく	Nhiều, phần lớn	日本語センターには、多くの子どもたちが集まってくるようです。\nHình như có rất nhiều bạn nhỏ đang tụ họp về trung tâm tiếng Nhật.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
65	鏡	かがみ	Cái gương	鏡をきれいに拭いたのに、まだ少し汚れているみたいです。\nLau gương sạch sẽ rồi vậy mà hình như vẫn còn hơi bẩn một chút.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
66	カタカナ	カタカナ	Chữ Katakana	イヌさんは今、黒板にカタカナを書いているところです。\nAnh Inu đang viết chữ Katakana lên bảng.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
67	国際	こくさい	Quốc tế	キツネの家は、将来国際的な学校になっていくようです。\nHình như Nhà của Cáo sau này sẽ dần trở thành một ngôi trường mang tầm quốc tế.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
68	柔道	じゅうどう	Võ Judo	ネコさんは毎日、柔道の練習をしているところです。\nAnh Neko đang luyện tập võ Judo hàng ngày.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
69	世界	せかい	Thế giới	世界にはいろいろな国があるのに、みんな日本語を頑張って勉強しています。\nTrên thế giới có biết bao nhiêu quốc gia, vậy mà mọi người đều đang cố gắng học tiếng Nhật.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
70	麦	むぎ	Lúa mì, lúa mạch	麦の畑が、風でサラサラと揺れているところです。\nCánh đồng lúa mì đang rì rào lay động trong gió.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
71	工場	こうじょう	Nhà máy, xưởng	あの工場で、新しい車が作られているようです。\nHình như những chiếc xe ô tô mới đang được sản xuất ở nhà máy kia.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
72	博物館	はくぶつかん	Bảo tàng	イヌさんたちは今、博物館に入っていくところです。\nCác anh Inu đang đi vào trong bảo tàng.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
73	ヨーロッパ	ヨーロッパ	Châu Âu	ヨーロッパに旅行に行きたいのに、時間がなくて行けません。\nRất muốn đi du lịch Châu Âu vậy mà tôi lại không có thời gian để đi.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
74	おやき	おやき	Bánh Oyaki (bánh nướng Nhật Bản)	キツネさんがおやきをたくさん作ってくれたようです。\nHình như anh Kitsune đã làm cho rất nhiều bánh Oyaki.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
75	廊下	ろうか	Hành lang	廊下を走っていたら、先生に注意されてしまいました。\nĐang chạy ngoài hành lang thì tôi bị thầy giáo nhắc nhở mất rồi.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
76	赤ん坊	あかんぼう	Em bé, trẻ sơ sinh	赤ん坊が可愛い声で笑っているところです。\nEm bé đang cười bằng chất giọng rất dễ thương.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
77	治療	ちりょう	Điều trị, chữa bệnh	ネコさんは今、病院で歯の治療を受けているところです。\nAnh Neko đang được điều trị răng ở bệnh viện.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
78	巣	す	Tổ (chim, côn trùng)	木の上の巣から、鳥の赤ちゃんが落ちてきたようです。\nHình như có một chú chim non vừa bị rơi xuống từ cái tổ trên cây.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
79	電灯	でんとう	Đèn điện	電灯を消したのに、部屋がまだ少し明るいみたいですね。\nTắt đèn điện rồi vậy mà hình như trong phòng vẫn còn hơi sáng nhỉ.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
80	～中	～じゅう	Suốt, khắp (khoảng thời gian/không gian)	イヌさんは一日中、子どもたちに日本語を教えているところです。\nAnh Inu đang dạy tiếng Nhật cho các bạn nhỏ suốt cả ngày.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
81	～時代	～じだい	Thời đại, thời kỳ, thời học sinh	子どもの時代に、キツネさんはよく川で泳いでいたようです。\nHình như hồi còn nhỏ, anh Kitsune rất hay bơi ở bờ sông.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
82	向かう	むかう	Hướng về, đi về phía	ネコさんは今、キツネの家センターに向かっているところです。\nAnh Neko đang trên đường đi đến trung tâm Nhà của Cáo.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
83	逃げる	にげる	Chạy trốn, trốn thoát	泥棒が警察から走って逃げていきました。\nTên trộm đã chạy trốn mất tăm khỏi cảnh sát.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
84	生きる	いきる	Sống, sinh sống	砂漠のような厳しい場所でも、たくさんの生き物が生きているようです。\nHình như ngay cả ở một nơi khắc nghiệt như sa mạc thì vẫn có nhiều sinh vật đang sinh sống.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
85	生まれる	うまれる	Được sinh ra	先週、イヌさんの家に可愛い赤ちゃんが生まれたようです。\nHình như tuần trước nhà anh Inu vừa đón một em bé đáng yêu chào đời.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
86	行う	おこなう	Tổ chức, tiến hành	来週のイベントは、大きな会場で行われるようです。\nHình như sự kiện tuần tới sẽ được tổ chức ở một hội trường lớn.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
87	造る	つくる	Chế tạo, sản xuất, xây dựng	この工場では、美味しいお酒が造られているところです。\nNhà máy này đang trong quá trình sản xuất ra những loại rượu rất ngon.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
88	開く	ひらく	Mở (lớp, tiệc, cửa)	キツネさんは新しい日本語クラスを開いたところです。\nAnh Kitsune vừa mới mở một lớp học tiếng Nhật mới xong.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
89	建てる	たてる	Xây dựng (nhà cửa...)	新しい学校が建てられたのに、まだ生徒が少ないみたいです。\nNgôi trường mới đã được xây lên rồi vậy mà hình như lượng học sinh vẫn còn ít.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
90	発見する	はっけんする	Phát hiện, tìm ra	新しい星が、日本の科学者によって発見されたようです。\nHình như một ngôi sao mới đã được phát hiện bởi một nhà khoa học người Nhật.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
91	発明する	はつめいする	Phát minh	この便利な機械は、有名なプロのエンジニアによって発明されました。\nChiếc máy tiện lợi này đã được phát minh bởi một kỹ sư chuyên nghiệp nổi tiếng.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
92	これから	これから	Từ bây giờ, sau đây	これからイヌさんの授業が始まるところです。\nGiờ học của anh Inu chuẩn bị bắt đầu ngay bây giờ đây.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
93	～によって	～によって	Bởi (dùng trong câu bị động)	この美しい絵は、ネコさんによって描かれました。\nBức tranh tuyệt đẹp này đã được vẽ bởi anh Neko.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
94	彼	かれ	Anh ấy, bạn trai	彼はテストで100点を取ったのに、全然嬉しそうじゃないみたいです。\nAnh ấy được 100 điểm bài kiểm tra vậy mà hình như chẳng vui vẻ chút nào.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
95	彼女	かのじょ	Cô ấy, bạn gái	彼女はまるでモデルのようにスタイルが良いですね。\nCô ấy có vóc dáng đẹp y như người mẫu vậy nhỉ.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
96	連れる	つれる	Dẫn đi, dẫn theo	キツネさんは可愛い犬を連れて、公園へ歩いていきました。\nAnh Kitsune dẫn theo một chú chó đáng yêu rồi đi bộ ra công viên mất rồi.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
97	王様	おうさま	Vua, quốc vương	あの劇に出ているイヌさんは、まるで本物の王様みたいですね。\nAnh Inu đóng trong vở kịch kia trông giống hệt như một ông vua đích thực nhỉ.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
98	飴	あめ	Kẹo	子どもに飴をあげたのに、まだ泣いているようです。\nĐã cho đứa trẻ kẹo rồi vậy mà hình như nó vẫn đang khóc.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
99	胡桃	くるみ	Quả óc chó	キツネさんは今、胡桃のケーキを作っているところです。\nAnh Kitsune đang làm bánh kem quả óc chó.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
100	胡麻	ごま	Vừng, mè	このおやきには、胡麻がたくさん使われているようです。\nHình như chiếc bánh Oyaki này được sử dụng rất nhiều vừng.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
101	乗り場	のりば	Bến xe, nơi đón xe	タクシーの乗り場に向かって、イヌさんが走っていくところです。\nAnh Inu đang chạy về phía bến đón xe taxi.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
102	ロープウエー	ロープウエー	Cáp treo	ロープウエーから見える景色は、まるで絵みたいに綺麗ですね。\nPhong cảnh nhìn từ cáp treo đẹp giống hệt như một bức tranh vậy nhỉ.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
103	レインコート	レインコート	Áo mưa	レインコートを着たのに、強い雨で濡れてしまいました。\nDù đã mặc áo mưa rồi mà tôi vẫn bị ướt sũng vì trận mưa lớn.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
104	雨具	あまぐ	Đồ đi mưa	雨が降ってきたのに、ネコさんは雨具を持っていないようです。\nTrời đã đổ mưa rồi vậy mà hình như anh Neko lại không mang theo đồ đi mưa.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
105	洗面用具	せんめんようぐ	Đồ dùng vệ sinh cá nhân	キツネさんは旅行の洗面用具を鞄に入れたところです。\nAnh Kitsune vừa mới bỏ đồ dùng vệ sinh cá nhân chuyến du lịch vào cặp xong.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
106	アイマスク	アイマスク	Bịt mắt (khi ngủ)	アイマスクをつけているので、ネコさんはもう寝ているようです。\nVì đang đeo bịt mắt nên hình như anh Neko đã ngủ rồi.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
107	耳栓	みみせん	Nút bịt tai	耳栓をしているのに、外の音が聞こえてくるみたいです。\nĐã đeo nút bịt tai rồi vậy mà hình như vẫn nghe thấy âm thanh bên ngoài.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
108	ビーチ	ビーチ	Bãi biển	イヌさんたちは今、きれいなビーチを歩いているところです。\nCác anh Inu đang đi bộ trên một bãi biển tuyệt đẹp.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
109	ビーチパラソル	ビーチパラソル	Dù che bãi biển	あの大きなビーチパラソルは、まるでキノコみたいですね。\nChiếc dù che bãi biển lớn kia nhìn giống hệt một cây nấm nhỉ.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
110	日焼け止め	ひやけどめ	Kem chống nắng	日焼け止めを塗ったのに、肌が赤くなってしまいました。\nĐã thoa kem chống nắng rồi vậy mà da vẫn bị đỏ ửng mất rồi.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
111	浮き輪	うきわ	Phao bơi	キツネさんに可愛い浮き輪を買ってもらって、子どもは喜んでいます。\nĐược anh Kitsune mua cho chiếc phao bơi dễ thương, đứa trẻ đang rất vui sướng.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
112	ウェットティッシュ	ウェットティッシュ	Khăn giấy ướt	ネコさんは今、ウェットティッシュで机を拭いているところです。\nAnh Neko đang lau bàn bằng khăn giấy ướt.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
113	水筒	すいとう	Bình nước (cá nhân)	水筒にお茶を入れたところだから、まだとても熱いですよ。\nTôi vừa mới rót trà vào bình nước xong nên vẫn còn nóng lắm đấy nhé.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
114	レジャーシート	レジャーシート	Bạt trải dã ngoại	芝生の上にレジャーシートが敷かれているところです。\nTấm bạt dã ngoại đang được trải sẵn trên thảm cỏ.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
115	虫よけスプレー	むしよけスプレー	Chai xịt chống muỗi/côn trùng	虫よけスプレーを借りようとしたのに、イヌさんはもう行ってしまいました。\nTôi đang định mượn chai xịt chống muỗi thì anh Inu đã đi khuất mất rồi.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
116	伸ばす	のばす	Kéo dài, duỗi thẳng, nuôi (tóc/râu)	ネコさんは今、髪を伸ばしているところです。\nAnh Neko đang nuôi tóc dài.	10	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
