STT	Chữ Hán	Cách đọc	Ý nghĩa	Ví dụ	Unit	Giáo trình
16	迎えに来る	むかえにくる	Đến đón	イヌさんは駅まで私を迎えに来てくれました。\nAnh Inu đã đến ga đón tôi.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
17	捕る	とる	Bắt (cá, chim...)	キツネさんはネコさんに魚を捕ってあげました。\nAnh Kitsune đã bắt cá giúp anh Neko.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
18	そんなに	そんなに	Đến mức đó, như thế đó	そんなにたくさんのお菓子をいただいてもいいんですか。\nTôi nhận nhiều bánh kẹo thế này có được không ạ?	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
19	世話	せわ	Chăm sóc, giúp đỡ	ネコさんはキツネさんの世話をしてあげました。\nAnh Neko đã chăm sóc cho anh Kitsune.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
20	花瓶	かびん	Bình hoa	イヌさんはキツネさんにきれいな花瓶をいただきました。\nAnh Inu đã nhận được một chiếc bình hoa đẹp từ anh Kitsune.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
21	茶碗	ちゃわん	Cái bát	ネコさんはイヌさんにお茶碗をくれました。\nAnh Inu đã tặng cho tôi một cái bát.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
22	机	つくえ	Cái bàn	キツネさんはイヌさんに机を貸してあげました。\nAnh Kitsune đã cho anh Inu mượn cái bàn.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
23	本棚	ほんだな	Giá sách	イヌさんはネコさんに本棚を作ってもらいました。\nAnh Inu đã được anh Neko đóng giúp cái giá sách.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
24	近所	きんじょ	Hàng xóm, vùng lân cận	近所の人は私に野菜をくれました。\nNgười hàng xóm đã cho tôi rau.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
25	～先	～さき	Nơi...	アルバイト先の店長にお土産を差し上げました。\nTôi đã tặng quà lưu niệm cho chủ cửa hàng nơi tôi làm thêm.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
26	アルバイト先	アルバイトさき	Nơi làm thêm	アルバイト先の人に仕事を教えてもらいました。\nTôi được người ở chỗ làm thêm chỉ dạy công việc cho.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
27	教授	きょうじゅ	Giáo sư	教授は私に本を貸してくださいました。\nGiáo sư đã cho tôi mượn sách.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
28	部長	ぶちょう	Trưởng phòng	部長は私にネクタイをくださいました。\nTrưởng phòng đã tặng cà vạt cho tôi.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
29	資料	しりょう	Tài liệu	ネコさんはイヌさんに資料を見せてあげました。\nAnh Neko đã cho anh Inu xem tài liệu.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
30	さしあげる	さしあげる	Tặng, biếu (khiêm nhường)	私はキツネさんにこの本を差し上げました。\nTôi đã tặng cho anh Kitsune cuốn sách này.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
31	いただく	いただく	Nhận (khiêm nhường)	私は先生にお土産をいただきました。\nTôi đã nhận được quà lưu niệm từ thầy giáo.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
32	くださる	くださる	Cho, tặng (tôn kính)	先生は私に漢字を教えてくださいました。\nThầy giáo đã dạy chữ Hán cho tôi.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
33	くださいます	くださいます	Cho, tặng (tôn kính - lịch sự)	社長は私を車で送ってくださいました。\nGiám đốc đã đưa tôi về bằng xe ô tô.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
34	どういたしまして。	どういたしまして。	Không có gì.	「手伝ってくれてありがとう」「どういたしまして」\n"Cảm ơn anh đã giúp đỡ" - "Không có gì đâu".	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
35	明るい	あかるい	Tươi sáng, vui vẻ	ネコさんはいつも私を明るい気持ちにさせてくれます。\nAnh Neko luôn làm cho tôi cảm thấy vui vẻ.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
36	チヂミ	チヂミ	Bánh xèo Triều Tiên	キツネさんはネコさんにチヂミを作ってあげました。\nAnh Kitsune đã làm bánh xèo cho anh Neko.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
37	うれしい	うれしい	Vui mừng, hạnh phúc	イヌさんにプレゼントをもらって、とてもうれしいです。\nĐược anh Inu tặng quà, tôi thấy rất vui.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
38	飾る	かざる	Trang trí	ネコさんはキツネさんのために花を飾ってあげました。\nAnh Neko đã trang trí hoa giúp anh Kitsune.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
39	乾杯	かんぱい	Cạn chén, nâng ly	みんなでイヌさんのために乾杯してあげましょう。\nMọi người hãy cùng nâng ly chúc mừng cho anh Inu nào.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
40	久しぶり(な)	ひさしぶり（な）	Lâu rồi mới gặp	久しぶりに会ったネコさんは私にお茶を淹れてくれました。\nLâu ngày mới gặp, anh Neko đã pha trà cho tôi uống.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
41	悔しい	くやしい	Tiếc nuối, hậm hực	負けて悔しいネコさんを慰めてあげました。\nTôi đã an ủi anh Neko vì anh ấy đang tiếc nuối do bị thua.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
42	懐かしい	なつかしい	Nhớ nhung, hoài niệm	キツネさんは懐かしい写真を私に見せてくれました。\nAnh Kitsune đã cho tôi xem những bức ảnh cũ đầy kỷ niệm.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
43	お粥	おかゆ	Cháo	病気のとき、イヌさんはお粥を作ってくれました。\nKhi tôi bị ốm, anh Inu đã nấu cháo cho tôi.	8	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
