STT	Chữ Hán	Cách đọc	Ý nghĩa	Ví dụ	Unit	Giáo trình
19	観光地	かんこうち	Địa điểm du lịch	ここは有名な観光地だし、人も多そうです。\nĐây là điểm du lịch nổi tiếng nên chắc là cũng đông người lắm.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
20	登山	とざん	Leo núi	明日は晴れそうだし、登山に行きましょうか。\nMai chắc là trời sẽ nắng, hay mình đi leo núi đi?	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
21	虫	むし	Côn trùng	虫が多そうだし、窓を閉めておきます。\nChắc là sẽ có nhiều côn trùng lắm nên tớ sẽ đóng sẵn cửa sổ lại.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
22	宿泊	しゅくはく	Trọ lại, lưu trú	宿泊するのはあの旅館だ。\nNơi chúng mình sẽ trọ lại chính là nhà trọ kia.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
23	代金	だいきん	Tiền thanh toán, chi phí	代金はもう払っておきました。\nTớ đã trả sẵn tiền trước rồi nhé.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
24	内容	ないよう	Nội dung	旅行の内容はもう決めておきました。\nTớ đã quyết định sẵn nội dung cho chuyến du lịch rồi.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
25	なし	なし	Không có	夕食はなしだし、どこかへ食べに行きましょうか。\nKhông có bữa tối kèm theo đâu, hay mình đi đâu đó ăn đi?	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
26	値段	ねだん	Giá cả	値段も安いし、これを買っておきましょう。\nGiá cũng rẻ nữa, mình cứ mua sẵn cái này đi.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
27	大人	おとな	Người lớn	大人は2,000円だし、そんなに高くないです。\nNgười lớn là 2,000 yên, cũng không đắt lắm đâu.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
28	～付き	～つき	Có kèm theo...	このプランは飲み物付きだし、便利ですね。\nGói này có kèm cả đồ uống nên tiện lợi nhỉ.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
29	朝食付き	ちょうしょくつき	Kèm bữa sáng	朝食付きのホテルを予約しておきました。\nTớ đã đặt sẵn khách sạn có kèm bữa sáng rồi.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
30	～泊～日	～はく～か / ～にち	... Đêm ... Ngày	二泊三日の旅行だし、荷物を準備しておきます。\nVì là chuyến đi 3 ngày 2 đêm nên tớ sẽ chuẩn bị sẵn hành lý.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
31	二泊三日	にはくみっか	3 ngày 2 đêm	二泊三日で行くのは北海道だ。\nNơi chúng ta sẽ đi trong 3 ngày 2 đêm chính là Hokkaido.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
32	～費	～ひ	Chi phí ~	旅行費は高いし、お金を貯めておきましょう。\nChi phí du lịch đắt nên chúng ta hãy tiết kiệm tiền sẵn nhé.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
33	交通費	こうつうひ	Phí đi lại	交通費はイヌさんが払うし、心配しなくていいですよ。\nPhí đi lại đã có anh Inu trả rồi nên không cần lo lắng đâu.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
34	待ち合わせる	まちあわせる	Hẹn gặp	3時に駅で待ち合わせましょうか。\nChúng ta hẹn gặp nhau lúc 3 giờ ở nhà ga nhé?	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
35	ガイドする	ガイドする	Hướng dẫn du lịch	ネコさんがガイドしてくれるし、安心ですね。\nCó anh Neko hướng dẫn cho nên yên tâm nhỉ.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
36	観光する	かんこうする	Tham quan	観光するのは、そこが有名だからです。\nSở dĩ đi tham quan là vì nơi đó rất nổi tiếng.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
37	出発する	しゅっぱつする	Xuất phát	雨が降りそうだし、早く出発しましょうか。\nTrời có vẻ sắp mưa rồi, chúng ta xuất phát sớm nhé?	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
38	キャンプする	キャンプする	Cắm trại	山でキャンプするのは、星がきれいだからです。\nĐi cắm trại trên núi là vì sao ở đó rất đẹp.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
39	珍しい	めずらしい	Hiếm, lạ	この魚は珍しいし、食べてみましょうか。\nCon cá này lạ lắm, hay là mình ăn thử nhé?	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
40	伝統的（な）	でんとうてき（な）	Mang tính truyền thống	伝統的な服を着ておくのは、お祭りがあるからです。\nMặc sẵn trang phục truyền thống là vì có lễ hội đấy.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
41	それに	それに	Hơn nữa	この店は安いし、それに味もいいですよ。\nQuán này rẻ, mà hơn nữa vị cũng ngon nữa.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
42	準備	じゅんび	Chuẩn bị	明日の準備をしておくのは、キツネさんです。\nNgười chuẩn bị sẵn cho ngày mai là anh Kitsune.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
43	海豚	いるか	Cá heo	イルカを見に行きましょうか。\nChúng mình đi xem cá heo nhé?	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
44	ショー	ショー	Show diễn	ショーはもうすぐ始まりそうだし、急ぎましょう。\nShow diễn có vẻ sắp bắt đầu rồi, nhanh chân lên nào.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
45	手袋	てぶくろ	Găng tay	寒そうだし、手袋を買っておきましょう。\nTrời có vẻ lạnh, chúng ta hãy mua sẵn găng tay đi.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
46	マフラー	マフラー	Khăn quàng cổ	忘れたのは、キツネさんのマフラーだ。\nCái bị bỏ quên chính là khăn quàng của anh Kitsune.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
47	スカーフ	スカーフ	Khăn choàng	スカーフもきれいだし、これも買いましょうか。\nKhăn choàng cũng đẹp, hay là mua cả cái này nữa nhé?	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
48	年末	ねんまつ	Cuối năm	年末は忙しそうだし、今旅行に行きましょう。\nCuối năm có vẻ sẽ bận rộn nên giờ mình đi du lịch luôn đi.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
49	ガイドブック	ガイドブック	Sách hướng dẫn	ガイドブックを読んでおくのは、ネコさんだ。\nNgười đọc sẵn sách hướng dẫn chính là anh Neko.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
50	パーク	パーク	Công viên	パークへ行くのは、イルカのショーがあるからです。\nĐi đến công viên là vì ở đó có show cá heo.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
51	早割	はやわり	Giảm giá đặt sớm	早割だし、今のうちに予約しておきましょう。\nVì có giảm giá đặt sớm nên chúng ta hãy đặt trước ngay từ bây giờ.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
52	～中	～ちゅう	Đang ~	会議中だし、後で電話しましょうか。\nĐang trong cuộc họp nên lát nữa mình gọi lại nhé?	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
53	旅行中	りょこうちゅう	Đang đi du lịch	旅行中だし、仕事のことは忘れましょう。\nĐang đi du lịch mà, quên chuyện công việc đi thôi.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
54	取る	とる	Lấy, cầm	そのチケットを取っておきましょうか。\nĐể tôi lấy sẵn vé đó nhé?	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
55	休みを取る	やすみをとる	Nghỉ phép	休みを取るのは、キツネさんと遊びたいからです。\nTôi xin nghỉ là vì muốn đi chơi với anh Kitsune.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
56	ぬれる	ぬれる	Bị ướt	雨にぬれそうだし、傘をさしましょう。\nCó vẻ sắp bị ướt mưa rồi, che ô thôi nào.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
57	用icする	よういする	Chuẩn bị	飲み物を用意しておくのは、イヌさんです。\nNgười chuẩn bị sẵn đồ uống là anh Inu.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
58	伝える	つたえる	Truyền đạt, nhắn lại	メッセージを伝えておくのは、ネコさんだ。\nNgười nhắn lại tin nhắn sẵn chính là anh Neko.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
59	売れる	うれる	Bán chạy	この本は有名だし、よく売れそうです。\nCuốn sách này nổi tiếng nên chắc sẽ bán chạy lắm.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
60	コピーする	コピーする	Photocopy	資料をコピーしておくのは、キツネさんです。\nNgười photo sẵn tài liệu là anh Kitsune.	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
61	お願いします	おねがいします	Làm ơn/Nhờ anh/chị	荷物が多いし、手伝いをお願いしましょうか。\nHành lý nhiều quá, hay là mình nhờ họ giúp nhé?	6	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
