STT	Chữ Hán	Cách đọc	Ý nghĩa	Ví dụ	Unit	Giáo trình
54	スーツ	スーツ	Vest	就職するために、新しいスーツを買おうと思います。\nTôi định mua một bộ vest mới để đi xin việc.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
55	願書	がんしょ	Đơn nhập học	願書を出したら、連絡を待つことにします。\nSau khi nộp đơn, tôi sẽ chờ liên lạc.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
56	事務室	じむしつ	Văn phòng	事務室へ行って、時間を確認しようと思います。\nTôi định đến văn phòng để xác nhận lại thời gian.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
57	書類	しょるい	Giấy tờ, hồ sơ	書類を書いたら、キツネさんに渡してください。\nSau khi viết xong giấy tờ, hãy đưa cho bạn Cáo nhé.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
58	～中	～ちゅう	Đang làm gì đó	キツネさんは今、会議中です。\nBạn Cáo hiện đang trong cuộc họp.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
59	～中	～じゅう	Suốt	一日中日本語を勉強するつもりです。\nTôi định sẽ học tiếng Nhật suốt cả ngày.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
60	今日中	きょうじゅう	Trong suốt ngày hôm nay	進学するかどうか今日中考えました。\nTôi đã nghĩ về việc có nên học lên cao không suốt cả ngày hôm nay.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
61	今日中	きょうちゅう	Trong ngày hôm nay	今日中に願書を出そうと思います。\nTôi định sẽ nộp đơn trong ngày hôm nay.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
62	確認中	かくにんちゅう	Đang xác nhận	その書類は今、先生が確認中です。\nBộ hồ sơ đó hiện thầy giáo đang xác nhận.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
63	経営する	けいえいする	Kinh doanh	自分の会社を経営するために、経営学を勉強しています。\nTôi học ngành kinh tế để sau này kinh doanh công ty riêng.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
64	体験する	たいけんする	Trải nghiệm	日本の文化を体験するために、日本へ行きます。\nTôi đi Nhật để trải nghiệm văn hóa Nhật Bản.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
65	頑張る	がんばる	Cố gắng	夢のために、毎日頑張ろうと思います。\nVì ước mơ, tôi định sẽ cố gắng mỗi ngày.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
66	復習する	ふくしゅうする	Ôn tập	授業が終わったら、すぐ復習するつもりです。\nSau khi tan học, tôi định sẽ ôn tập ngay.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
67	予習する	よしゅうする	Chuẩn bị bài	明日の授業のために、予習しておこうと思います。\nTôi định sẽ chuẩn bị bài trước cho buổi học ngày mai.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
68	デッサンする	デッサンする	Vẽ phác thảo	ネコさんは毎日、絵をデッサンするつもりです。\nBạn Mèo định sẽ vẽ phác thảo mỗi ngày.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
69	笑顔	えがお	Nụ cười	笑顔のために、楽しいことを考えようと思います。\nĐể có nụ cười, tôi định sẽ nghĩ về những điều vui vẻ.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
70	悲しい	かなしい	Buồn	悲しいときは、何をするか自分で決めます。\nKhi buồn, tôi tự mình quyết định xem sẽ làm gì.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
71	通訳	つうやく	Phiên dịch	通訳になるために、日本語を勉強しています。\nTôi đang học tiếng Nhật để trở thành phiên dịch viên.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
72	パティシエ	パティシエ	Thợ làm bánh	パティシエになるつもりはないです。\nTôi không có ý định trở thành thợ làm bánh.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
73	節約	せつやく	Tiết kiệm	日本へ行くために、お金を節約するつもりです。\nTôi định sẽ tiết kiệm tiền để đi Nhật.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
74	放送	ほうそう	Phát sóng	ニュースを放送したら、みんなが見ます。\nSau khi bản tin phát sóng, mọi người sẽ xem.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
75	ディレクター	ディレクター	Đạo diễn	ディレクターになるために、一生懸命勉強しています。\nTôi đang học tập chăm chỉ để trở thành đạo diễn.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
76	声優	せいゆう	Diễn viên lồng tiếng	声優になるかどうか、まだ決めていません。\nTôi vẫn chưa quyết định xem có làm diễn viên lồng tiếng hay không.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
77	音響	おんきょう	Âm thanh	音響の仕事をするために、この学校に入りました。\nTôi vào trường này để làm các công việc về âm thanh.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
78	カレッジ	カレッジ	Trường cao đẳng	このカレッジで勉強しようと思います。\nTôi định sẽ học ở trường cao đẳng này.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
79	スタイリスト	スタイリスト	Người định hình phong cách	スタイリストになるために、服について勉強しています。\nTôi đang học về quần áo để trở thành một stylist.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
80	内定	ないてい	Quyết định tuyển dụng tạm thời	内定をもらったら、家族に伝えようと思います。\nSau khi nhận được thông báo trúng tuyển, tôi định sẽ báo cho gia đình.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
81	インテリア	インテリア	Nội thất	部屋のインテリアをきれいにしようと思います。\nTôi định sẽ làm cho nội thất căn phòng đẹp hơn.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
82	コーディネート	コーディネート	Phối đồ / Điều phối	イヌさんは服をコーディネートするために、雑誌を読みました。\nAnh Cún đã đọc tạp chí để phối đồ (sao cho đẹp).	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
83	アニメーター	アニメーター	Người vẽ hoạt hình	ネコさんはアニメーターになるつもりです。\nMèo định sẽ trở thành một họa sĩ vẽ hoạt hình.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
84	マルチメディア	マルチメディア	Đa phương tiện	マルチメディアの勉強が終わったら、仕事を探します。\nSau khi học xong về đa phương tiện, tôi sẽ đi tìm việc.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
85	システム	システム	Hệ thống	キツネさんはシステムの使いかたがわかるかどうか教えに来ました。\nCáo đã đến để chỉ cho biết là có hiểu cách dùng hệ thống hay không.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
86	エンジニア	エンジニア	Kỹ sư	エンジニアになるために、毎日一生懸命勉強しています。\nTôi đang học hành chăm chỉ mỗi ngày để trở thành kỹ sư.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
87	ゲームクリエイター	ゲームクリエイター	Người sáng tạo game	ゲームクリエイターになって、面白いゲームを作ろうと思います。\nTôi định trở thành người sáng tạo game rồi làm ra những trò chơi thú vị.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
88	美容師	びようし	Thợ cắt tóc / Thợ làm đẹp	美容師になったら、イヌさんの髪を切りたいです。\nSau khi trở thành thợ cắt tóc, tôi muốn cắt tóc cho anh Cún.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
89	メイクアップ	メイクアップ	Trang điểm	ネコさんはメイクアップの仕方を習おうと思っています。\nCô Mèo đang định học cách trang điểm.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
90	ネイル	ネイル	Móng tay / Làm móng	キツネさんはネイルをきれいにするつもりです。\nCáo định sẽ làm móng cho đẹp.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
91	アーティスト	アーティスト	Nghệ sĩ	アーティストになるつもりはないとイヌさんは言いました。\nAnh Cún đã nói rằng mình không có ý định trở thành nghệ sĩ.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
92	調理	ちょうり	Nấu ăn / Chế biến	調理が終わったら、みんなで食べましょう。\nSau khi nấu xong, chúng ta cùng ăn nhé.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
93	フードコーディネーター	フードコーディネーター	Chuyên gia ẩm thực	フードコーディネーターになるために、料理教室に通っています。\nTôi đang đi học lớp nấu ăn để trở thành chuyên gia ẩm thực.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
94	お金を稼ぐ	おかねをかせぐ	Kiếm tiền	お金を稼いだら、新しい車を買うつもりだ。\nSau khi kiếm được tiền, tôi định sẽ mua xe hơi mới.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
95	数える	かぞえる	Đếm	箱の中に卵がいくつあるか数えようと思います。\nTôi định đếm xem trong hộp có bao nhiêu quả trứng.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
96	都合	つごう	Điều kiện / Thuận tiện	明日の都合がいいかどうか教えてください。\nHãy cho tôi biết là ngày mai có tiện cho bạn hay không nhé.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
97	蟹	かに	Con cua	蟹を料理したら、ネコさんを呼びます。\nSau khi chế biến cua xong, tôi sẽ gọi mèo đến.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
98	豚貯金箱	ぶたちょきんばこ	Ống tiết kiệm hình con lợn	豚貯金箱にお金を入れるために、バイトをします。\nTôi làm thêm để bỏ tiền vào ống tiết kiệm lợn.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
99	たこ焼き	たこやき	Bánh khọt Nhật Bản	キツネさんはたこ焼きを食べようと思っています。\nCáo đang định ăn bánh bạch tuộc (takoyaki).	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
100	海胆	うに	Cầu gai (Nhím biển)	海胆が美味しいかどうか食べてみます。\nTôi sẽ ăn thử xem nhím biển có ngon hay không.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
101	イクラ	イクラ	Trứng cá hồi	イクラをかったら、すぐ冷蔵庫に入れます。\nSau khi mua trứng cá hồi về là tôi cho vào tủ lạnh ngay.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
102	成吉思汗	ジンギスカン	Món thịt cừu nướng	ジンギスカンを食べに行くつもりはない。\nTôi không có ý định đi ăn thịt cừu nướng đâu.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
103	羊	ひつじ	Con cừu	羊のために、美味しい草を準備しました。\nTôi đã chuẩn bị cỏ ngon cho mấy chú cừu.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
104	ソフトクリーム	ソフトクリーム	Kem tươi	ソフトクリームを買ったら、イヌさんと一緒に食べます。\nSau khi mua kem tươi, tôi sẽ ăn cùng anh Cún.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
105	オーロラ	オーロラ	Cực quang	いつオーロラが見られるか調べてみようと思います。\nTôi định tìm hiểu xem khi nào thì có thể ngắm được cực quang.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
106	メープル	メープル	Cây phong / Lá phong	メープルの木を植えるつもりだ。\nTôi định sẽ trồng cây phong.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
107	研修	けんしゅう	Tu nghiệp / Thực tập	研修が終わったら、国へ帰るつもりです。\nSau khi kết thúc thực tập, tôi định sẽ về nước.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
108	弁護士	べんごし	Luật sư	弁護士になるために、法律を勉強しています。\nTôi đang học luật để trở thành luật sư.	3	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
