STT	Chữ Hán	Cách đọc	Ý nghĩa	Ví dụ	Unit	Giáo trình
12	騒ぐ	さわぐ	Làm ồn	教室内で騒いでばかりいると、イヌ先生に怒られますよ。\nNếu cứ làm ồn suốt trong lớp là sẽ bị thầy Inu mắng đấy.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
13	世話する	せわする	Chăm sóc	子犬の世話は私にやらせてください。\nXin hãy để tôi được chăm sóc chú chó con này.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
14	えらい	えらい	Giỏi/Vĩ đại	毎日親の手伝いをして、えらいですね。\nNgày nào cũng giúp đỡ bố mẹ, em giỏi thật đấy.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
15	この間	このあいだ	Gần đây/Hôm nọ	この間、ネコさんに仕事をたくさんさせられました。\nHôm nọ, tôi bị anh Neko bắt làm bao nhiêu là việc.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
16	必ず	かならず	Chắc chắn/Luôn luôn	イヌ先生は、学生に必ず宿題をさせます。\nThầy Inu luôn luôn bắt học sinh phải làm bài tập.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
17	やっぱり	やっぱり	Quả nhiên	やっぱりキツネさんは寝てばかりいますね。\nĐúng như tôi nghĩ, anh Kitsune suốt ngày chỉ toàn ngủ thôi.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
18	夜遅く	よるおそく	Khuya/Đêm muộn	昨日は夜遅くまで働かされました。\nHôm qua tôi bị bắt phải làm việc đến tận đêm muộn.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
19	うち	うち	Nhà/Của tôi	うちの庭は、木ばかりです。\nVườn nhà tôi toàn là cây thôi.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
20	海外	かいがい	Nước ngoài	親が私を海外へ行かせてくれました。\nBố mẹ đã cho phép tôi được đi ra nước ngoài.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
21	曲	きょく	Bài hát	ネコさんは、同じ曲ばかり聞いています。\nAnh Neko suốt ngày chỉ nghe đi nghe lại đúng một bài hát.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
22	教育	きょういく	Giáo dục	キツネさんは、いい教育を受けさせてもらいました。\nAnh Kitsune đã được bố mẹ cho phép tiếp nhận một nền giáo dục tốt.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
23	化粧品	けしょうひん	Mỹ phẩm	彼女は化粧品ばかり買っています。\nCô ấy toàn mua mỹ phẩm thôi.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
24	けんかする	けんかする	Cãi nhau	あの二人は、いつもけんかしてばかりいます。\nHai người kia suốt ngày chỉ toàn cãi nhau thôi.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
25	泣く	なく	Khóc	悲しい映画を見て、イヌさんを泣かせました。\nBộ phim buồn đã làm cho anh Inu phải bật khóc.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
26	残す	のこす	Để lại/Chừa lại	母は私に野菜を残さず食べさせました。\nMẹ bắt tôi phải ăn hết rau mà không được để lại chút nào.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
27	やる	やる	Làm/Cho	この仕事は、ぜひ私にやらせてください。\nCông việc này, nhất định hãy để tôi được làm.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
28	厳しい	きびしい	Nghiêm khắc	厳しいコーチに毎日練習させられています。\nHàng ngày tôi đều bị vị huấn luyện viên nghiêm khắc bắt phải luyện tập.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
29	うれしい	うれしい	Vui mừng	日本へ行かせてもらえて、とてもうれしいです。\nTôi rất vui vì được cho phép đi Nhật.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
30	熱心（な）	ねっしん（な）	Nhiệt tình	イヌ先生は、いつも熱心に教えてくれます。\nThầy Inu lúc nào cũng dạy dỗ rất nhiệt tình.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
31	何でも	なんでも	Bất cứ cái gì	キツネさんは何でも食べさせられます。\nAnh Kitsune bị bắt phải ăn bất cứ thứ gì.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
32	自然(な)	しぜん（な）	Tự nhiên	ここは自然ばかりで、とても静かです。\nỞ đây toàn là tự nhiên nên rất yên tĩnh.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
33	不利（な）	ふり（な）	Bất lợi	このゲームは私にとって不利なルールばかりだ。\nTrò chơi này toàn là những luật lệ bất lợi cho tôi.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
34	おもちゃ	おもちゃ	Đồ chơi	箱の中はおもちゃばかりだ。\nTrong hộp toàn là đồ chơi thôi.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
35	ちゃんと	ちゃんと	Đàng hoàng/Cẩn thận	子どもにちゃんと宿題をさせました。\nTôi đã bắt bọn trẻ phải làm bài tập đàng hoàng.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
36	仕方がない	しかたがない	Không còn cách nào khác	雨だから、家で遊ばせるのは仕方がない。\nVì trời mưa nên đành phải để bọn trẻ chơi ở trong nhà thôi.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
37	優勝	ゆうしょう	Vô địch	コーチは私たちを優勝させてくれました。\nHuấn luyện viên đã dẫn dắt (cho phép) chúng tôi giành được chức vô địch.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
38	教育制度	きょういくせいど	Chế độ giáo dục	今の教育制度について意見を述べさせてください。\nHãy cho phép tôi được nêu ý kiến về chế độ giáo dục hiện nay.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
39	化学	かがく	Hóa học	大学で化学を勉強させてもらっています。\nTôi đang được cho phép nghiên cứu môn hóa học tại trường đại học.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
40	科学	かがく	Khoa học	科学の本ばかり読んでいます。\nTôi toàn đọc sách khoa học thôi.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
41	義務教育	ぎむきょういく	Giáo dục bắt buộc	日本では中学校までが義務教育です。\nỞ Nhật Bản, giáo dục bắt buộc là đến hết cấp hai.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
42	美術	びじゅつ	Mỹ thuật	ネコさんはデザイナーなので、美術のことばかり話します。\nVì anh Neko là designer nên anh ấy toàn nói chuyện về mỹ thuật thôi.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
43	チャイム	チャイム	Tiếng chuông	チャイムが鳴るまで座らせられました。\nTôi bị bắt phải ngồi cho đến khi chuông reo.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
44	国語	こくご	Quốc ngữ	国語の教科書ばかり見ています。\nTôi chỉ toàn nhìn vào sách giáo khoa môn Quốc ngữ thôi.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
45	体育	たいいく	Thể dục	体育の時間、先生に走らされました。\nTrong giờ thể dục, tôi đã bị thầy giáo bắt phải chạy bộ.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
46	体育館	たいいくかん	Nhà thi đấu	雨なので、体育館で練習させられました。\nVì trời mưa nên chúng tôi bị bắt phải luyện tập trong nhà thi đấu.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
47	家庭科	かていか	Môn gia chính	家庭科の授業で、料理を作らせてもらいました。\nTrong giờ gia chính, chúng tôi đã được cho phép tự làm đồ ăn.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
48	日本史	にほんし	Lịch sử Nhật Bản	日本史の授業は覚えることばかりで大変だ。\nMôn lịch sử Nhật Bản toàn là những thứ phải nhớ nên mệt lắm.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
49	世界史	せかいし	Lịch sử thế giới	世界史について発表させてください。\nXin hãy cho phép tôi được thuyết trình về lịch sử thế giới.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
50	工程	こうてい	Quy trình/Công đoạn	正しい工程で仕事をさせられました。\nTôi bị bắt phải làm việc theo đúng quy trình.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
51	グラウンド	グラウンド	Sân bóng/Sân trường	グラウンドには学生ばかりいます。\nTrên sân trường toàn là học sinh thôi.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
52	釣る	つる	Câu cá	キツネさんに魚を釣らせてもらいました。\nTôi đã được anh Kitsune cho phép câu cá.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
53	手に入れる	てにいれる	Có được/Sở hữu	欲しかったおもちゃを手に入れさせてくれました。\nBố mẹ đã cho phép tôi có được món đồ chơi mà mình hằng ao ước.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
54	役に立つ	やくにたつ	Có ích	この本は役に立つことばかり書いてあります。\nCuốn sách này toàn viết về những điều có ích thôi.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
55	意見を述べる	いけんをのべる	Nêu ý kiến	会議で意見を述べさせてもらいました。\nTôi đã được cho phép phát biểu ý kiến trong cuộc họp.	13	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
