STT	Chữ Hán	Cách đọc	Ý nghĩa	Ví dụ	Unit	Giáo trình
67	食器	しょっき	Bát đĩa	結婚のプレゼントなら、食器なんかどうですか。\nNếu là quà cưới thì bát đĩa hay thứ gì đó tương tự thì sao?	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
68	シンボル	シンボル	Biểu tượng	桜は日本のシンボルのような花です。\nHoa anh đào là loài hoa giống như biểu tượng của Nhật Bản.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
69	ストーブ	ストーブ	Lò sưởi	寒いから、ストーブを買おうかな。\nTrời lạnh nên chắc là tôi mua lò sưởi quá.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
70	（お）葬式	おそうしき	Đám tang	お葬式というのは、人が亡くなった時にする行事です。\nĐám tang là sự kiện được tổ chức khi có người mất.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
71	涙	なみだ	Nước mắt	イヌさんは悲しがって、涙を流しました。\nAnh Inu đã tỏ ra buồn bã và rơi nước mắt.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
72	ハンカチ	ハンカチ	Khăn tay	キツネさんにハンカチなんかをプレゼントしようかな。\nKhông biết có nên tặng khăn tay hay gì đó cho anh Kitsune không ta.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
73	（お）見舞い	おみまい	Đi thăm bệnh	お見舞いに、りんごのような果物を持って行きます。\nTôi sẽ mang những loại trái cây như táo đi thăm bệnh.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
74	ライター	ライター	Bật lửa	ライターって、タバコを吸う人が使うものですね。\nBật lửa là đồ dùng của người hút thuốc lá phải không.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
75	真珠	しんじゅ	Ngọc trai	結婚式には、真珠のネックレスをつけないかな。\nKhông biết cô ấy có đeo vòng cổ ngọc trai trong lễ cưới không ta.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
76	単語	たんご	Từ vựng	新しい単語を覚えるのは難しいと言われている。\nNgười ta nói việc nhớ từ vựng mới thì khó.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
77	～祝い	～いわい	Chúc mừng ~	入学祝いというのは、学校に入ったことを祝うことです。\nTiệc chúc mừng nhập học là việc ăn mừng khi vào trường học.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
78	贈る	おくる	Tặng	ネコさんに本を贈ろうかな。\nHay là tặng sách cho anh Neko ta.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
79	増える	ふえる	Tăng lên	留学生が増えたのは、日本の文化に興味がある人が多いからだ。\nSố lượng du học sinh tăng lên là vì có nhiều người quan tâm đến văn hóa Nhật Bản.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
80	発音する	はつおんする	Phát âm	この漢字って、どう発音するんですか。\nChữ Hán này phát âm thế nào vậy?	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
81	連想する	れんそうする	Liên tưởng	日本人は「４」から死を連想すると言われている。\nNgười ta nói rằng người Nhật liên tưởng cái chết từ số 4.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
82	恥ずかしい	はずかしい	Xấu hổ	イヌさんはみんなの前で話すのを恥ずかしがっています。\nAnh Inu đang tỏ ra xấu hổ khi nói chuyện trước mọi người.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
83	嫌（な）	いや	Đáng ghét	キツネさんはピーマンのような嫌な味の野菜を食べません。\nAnh Kitsune không ăn những loại rau có vị đáng ghét như ớt chuông.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
84	漫画家	まんがか	Họa sĩ truyện tranh	ネコさんは有名な漫画家になりたがっています。\nAnh Neko đang mong muốn trở thành một họa sĩ truyện tranh nổi tiếng.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
85	～部	～ぶ	Câu lạc bộ ~	柔道部なんかに入りたいかな。\nKhông biết có nên vào câu lạc bộ như Judo không ta.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
86	メジャー（な）	メジャー	Phổ biến	日本では野球がメジャーなスポーツだと言われている。\nNgười ta nói ở Nhật thì bóng chày là môn thể thao phổ biến.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
87	奨学金	しょうがくきん	Học bổng	奨学金というのは、学生を支援するお金のことです。\nHọc bổng là tiền hỗ trợ học sinh.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
88	鬼	おに	Con quỷ	節分には、鬼のお面なんかをかぶります。\nVào ngày Setsubun, người ta sẽ đội thứ gì đó như mặt nạ con quỷ.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
89	ハロウィーン	ハロウィーン	Lễ Halloween	ハロウィーンって楽しいお祭りですね。\nLễ Halloween là một lễ hội thú vị nhỉ.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
90	お化け	おばけ	Con ma	ハロウィーンにはお化けのような服を着ます。\nVào ngày Halloween, người ta sẽ mặc quần áo giống như con ma.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
91	成人の日	せいじんのひ	Ngày lễ trưởng thành	成人の日に、写真を撮ろうかな。\nHay là tôi đi chụp ảnh vào Ngày lễ trưởng thành ta.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
92	初詣	はつもうで	Lễ đền chùa đầu năm	初詣というのは、お正月に初めて神社に行くことです。\nHatsumoude là việc đi đền thờ lần đầu tiên vào ngày Tết.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
93	お年玉	おとしだま	Tiền mừng tuổi	子供たちはお年玉を欲しがっています。\nBọn trẻ đang muốn có tiền mừng tuổi.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
94	ひな人形	ひなにんぎょう	Búp bê Hina	キツネさんは家にひな人形を飾りたがっています。\nAnh Kitsune đang muốn trang trí búp bê Hina ở nhà.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
95	エイプリルフール	エイプリルフール	Cá tháng Tư	エイプリルフールって、うそをついてもいい日です。\nCá tháng Tư là ngày được phép nói dối.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
96	子どもの日	こどものひ	Ngày thiếu nhi	子どもの日には、柏餅なんかを食べます。\nVào Ngày thiếu nhi, người ta ăn những thứ như bánh Kashiwamochi.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
97	柏餅	かしわもち	Bánh Kashiwamochi	柏餅というのは、葉で包んだお菓子のことです。\nBánh Kashiwamochi là loại bánh kẹo được gói bằng lá.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
98	連載する	れんせんする	Đăng dài kỳ	ネコさんの漫画が連載されると言われている。\nNgười ta nói là truyện tranh của anh Neko sẽ được phát hành dài kỳ.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
99	スタートする	スタートする	Bắt đầu	明日から新しいクラスがスタートするからだ。\nĐó là vì ngày mai lớp học mới sẽ bắt đầu.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
100	ヒットする	ヒットする	Trở nên nổi tiếng	その映画がヒットしたのは、面白いからだ。\nBộ phim đó trở nên nổi tiếng là vì nó thú vị.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
101	支援する	しえんする	Hỗ trợ	困っている人を支援しようかな。\nHay là mình hỗ trợ những người đang gặp khó khăn ta.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
102	いたずらする	いたずらする	Trêu chọc	ネコさんはイヌさんにいたずらするのを面白がっています。\nAnh Neko đang tỏ ra thích thú với việc trêu chọc anh Inu.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
103	気にする	きにする	Bận tâm	イヌさんはテストの点数なんかを気にしません。\nAnh Inu không bận tâm đến những thứ như điểm bài kiểm tra đâu.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
104	こいのぼり	こいのぼり	Cờ cá chép	こいのぼりというのは、魚の形をした飾りのことです。\nKoinobori là đồ trang trí có hình con cá.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
105	母の日	ははのひ	Ngày của Mẹ	母の日にケーキを贈ろうかな。\nHay là tặng bánh kem vào Ngày của Mẹ ta.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
106	父の日	ちちのひ	Ngày của Cha	父の日って、いつですか。\nNgày của Cha là khi nào vậy?	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
107	七夕	たなばた	Lễ Thất tịch	七夕には願い事を書くと言われている。\nNgười ta nói là vào ngày lễ Thất tịch sẽ viết điều ước.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
108	ちとせあめ	ちとせあめ	Kẹo Chitose	七五三には、ちとせあめのような細長いあめを食べます。\nVào lễ Shichigosan, người ta ăn loại kẹo thon dài giống như kẹo Chitose.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
109	除夜の鐘	じょやのかね	Chuông đêm giao thừa	除夜の鐘というのは、大みそかの夜に鳴る鐘のことです。\nChuông đêm giao thừa là tiếng chuông vang lên vào đêm cuối năm.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
110	年越しそば	としこしそば	Mì Soba qua năm mới	大みそかに年越しそばなんかを食べようかな。\nHay là mình ăn thứ gì đó như mì Soba qua năm mới vào đêm giao thừa ta.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
111	解放	かいほう	Giải phóng	テストが終わって、解放されたような気分だ。\nBài kiểm tra đã xong nên cảm giác giống như được giải phóng vậy.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
112	記念日	きねんび	Ngày kỷ niệm	記念日って、大切な日ですね。\nNgày kỷ niệm là một ngày quan trọng nhỉ.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
113	建国	けんこく	Lập quốc	建国記念日というのは、国ができたことを祝う日です。\nNgày Quốc khánh là ngày chúc mừng việc đất nước được thành lập.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
114	ホストファミリー	ホストファミリー	Gia đình chủ nhà	ホストファミリーに日本の料理を作ってあげようかな。\nHay là mình nấu món ăn Nhật Bản cho gia đình chủ nhà ta.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
115	石鹸	せっけん	Xà phòng	手を洗う時は、石鹸なんかを使ってください。\nKhi rửa tay, hãy dùng thứ gì đó như xà phòng nhé.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
116	水筒	すいとう	Bình nước	イヌさんは新しい水筒を欲しがっています。\nAnh Inu đang muốn có một cái bình nước mới.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
117	爪	つめ	Móng tay	夜に爪を切ってはいけないと言われている。\nNgười ta nói là không được cắt móng tay vào ban đêm.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
118	夕日	ゆうひ	Hoàng hôn	海で見える夕日がきれいなのは、空が赤いからだ。\nHoàng hôn nhìn từ biển đẹp là vì bầu trời đỏ rực.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
119	象棋	シャンチー	Cờ tướng	象棋は日本の将棋のようなゲームだと言われている。\nNgười ta nói cờ tướng là một trò chơi giống như cờ Shogi của Nhật.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
120	バラライカ	バラライカ	Đàn Balalaika	バラライカって、ロシアの楽器ですか。\nĐàn Balalaika là nhạc cụ của Nga phải không?	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
121	脳	のう	Não	魚を食べると脳にいいと言われている。\nNgười ta nói rằng ăn cá thì sẽ tốt cho não.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
122	入れ墨	いれずみ	Hình xăm	温泉に入れないのは、彼が入れ墨をしているからだ。\nKhông thể vào suối nước nóng là vì anh ấy có hình xăm.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
123	縁起	えんぎ	Điềm báo	招き猫というのは、縁起がいい物のことです。\nMèo thần tài là đồ vật mang lại điềm lành.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
124	我慢	がまん	Chịu đựng	ネコさんが我慢しているのは、足が痛いからだ。\nAnh Neko đang chịu đựng là vì bị đau chân.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
125	鶴	つる	Con sếu	鶴は千年生きると言われている。\nNgười ta nói rằng con sếu sống một nghìn năm.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
126	～羽	～わ	~ con	公園に鳥が何羽いるかな。\nKhông biết có mấy con chim ở công viên ta.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
127	恵方巻	えほうまき	Cuộn cơm Ehoumaki	恵方巻って、節分に食べるお寿司のことです。\nEhoumaki là loại sushi ăn vào ngày Setsubun.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
128	（お）墓	おはか	Ngôi mộ	お盆には、お墓に行く人が多いと言われている。\nNgười ta nói rằng vào dịp Obon có nhiều người đi viếng mộ.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
129	素手	すで	Tay không	素手というのは、何も持っていない手のことです。\nTay không là bàn tay không cầm nắm thứ gì cả.	14	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
