STT	Chữ Hán	Cách đọc	Ý nghĩa	Ví dụ	Unit	Giáo trình
15	問い合わせ	といあわせ	"Liên hệ	 hỏi đáp"	問い合わせは、ホームページからできます。\nViệc hỏi đáp có thể thực hiện qua trang web.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
16	希望する	きぼうする	"Nguyện vọng	 mong muốn"	キツネさんは日本で働くことを希望しています。\nCáo mong muốn được làm việc tại Nhật Bản.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
17	募集する	ぼしゅうする	Tuyển dụng	この店はスタッフを募集しているので、電話しました。\nVì cửa hàng này đang tuyển nhân viên nên tôi đã gọi điện.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
18	思い出す	おもいだす	"Nhớ lại	 nhớ ra"	"名前を思い出せないので、教えてください。\nTôi không thể nhớ ra tên được	 hãy nói cho tôi biết đi."	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
19	入력する	にゅうりょくする	Nhập vào	パソコンで名前を入力するのが難しいです。\nViệc nhập tên bằng máy tính thật là khó.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
20	それでは	それでは	Vậy thì	それでは、面接を始めましょう。\nVậy thì chúng ta bắt đầu phỏng vấn nhé.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
21	では	では	Vậy (cách nói ngắn của それでは)	では、また明日会いましょう。\nVậy thì hẹn gặp lại vào ngày mai nhé.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
22	いらっしゃいます	いらっしゃいます	"Có mặt	 đến (tôn kính ngữ)"	イヌさんは今いらっしゃいますか。\nAnh Inu có ở đó không ạ?	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
23	申します	もうします	Tên là (khiêm nhường ngữ)	私はネコと申します。\nTôi tên là Neko.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
24	参ります	まいります	"Đến	 đi (khiêm nhường ngữ)"	すぐに参りますので、お待ちください。\nTôi sẽ đến ngay nên xin vui lòng đợi.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
25	少々お待ちください。	しょうしょうおまちください。	Xin vui lòng đợi một chút.	"担当者が来ますので、少々お待ちください。\nNgười phụ trách sẽ đến	 xin vui lòng đợi một chút."	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
26	お先に失礼します。	おさきにしつれいします。	Tôi xin phép về trước.	仕事が終わったので、お先に失礼します。\nVì việc đã xong nên tôi xin phép về trước.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
27	楽器	がっき	Nhạc cụ	ギターなら、少し弾けますよ。\nNếu là đàn guitar thì tôi có thể chơi một chút.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
28	建物	たてもの	Tòa nhà	この建物はとてもきれいで有名です。\nToà nhà này rất đẹp và nổi tiếng.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
29	歴史	れきし	Lịch sử	日本の歴史を勉強するのは面白いです。\nViệc học lịch sử Nhật Bản rất thú vị.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
30	意見	いけん	Ý kiến	自分の意見を言うのは大切です。\nViệc nói ra ý kiến của bản thân là rất quan trọng.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
31	（お）年寄り	（お）としより	Người cao tuổi	お年寄りと話すのが好きです。\nTôi thích trò chuyện với người cao tuổi.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
32	言ờng	ことば	"Từ vựng	 lời nói"	難しい言葉が聞き取れるようになりました。\nTôi đã có thể nghe hiểu được những từ khó rồi.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
33	自分	じぶん	Bản thân	自分で料理を作るのは楽しいです。\nViệc tự mình nấu ăn rất vui.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
34	話	はなし	Câu chuyện	イヌさんの話はいつもつまらないです。\nCâu chuyện của anh Inu lúc nào cũng chán.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
35	野外ライブ	やがいライブ	Buổi biểu diễn ngoài trời	野外ライブなら、チケットがなくても聞けます。\nNếu là buổi diễn ngoài trời thì không có vé vẫn nghe được.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
36	～個	～こ	Cái (đơn vị đếm vật nhỏ)	りんごを５個食べることができますか。\nBạn có thể ăn được 5 quả táo không?	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
37	聞き取る	ききとる	Nghe hiểu	ニュースが聞き取れるようになりました。\nTôi đã có thể nghe hiểu được bản tin thời sự rồi.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
38	覚える	おぼえる	"Nhớ	 thuộc"	漢字を１００個覚えるのは大変です。\nViệc nhớ được 100 chữ Hán thật là vất vả.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
39	応援する	おうえんする	Cổ vũ	ネコさんを応援するのが私の仕事です。\nViệc cổ vũ cho anh Neko là công việc của tôi.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
40	サイクリングする	サイクリングする	Đạp xe đạp	週末、サイクリングするのが好きです。\nTôi thích đi đạp xe vào cuối tuần.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
41	祈る	いのる	Cầu nguyện	合格を祈るために、神社へ行きました。\nTôi đã đến đền thờ để cầu nguyện thi đỗ.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
42	合格する	ごうかくする	Thi đỗ	試験に合格したので、とても嬉しいです。\nVì đã thi đỗ kỳ thi nên tôi rất vui.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
43	遅い	おそい	"Chậm	 muộn"	キツネさんは走るのが遅いです。\nAnh Kitsune chạy chậm.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
44	速い	はやい	Nhanh	食べるのが速いので、もう終わりました。\nVì ăn nhanh nên tôi đã xong rồi.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
45	つまらない	つまらない	Chán	この映画はつまらないので、見たくないです。\nPhim này chán nên tôi không muốn xem.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
46	得意（な）	とくい（な）	"Giỏi	 sở trường"	料理が得意なので、毎日作っています。\nVì giỏi nấu ăn nên ngày nào tôi cũng nấu.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
47	苦手（な）	にがて（な）	"Kém	 sở đoản"	泳ぐのが苦手なので、プールに行きません。\nVì kém bơi lội nên tôi không đi bể bơi.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
48	無理（な）	むり（な）	"Quá sức	 không thể"	１日で全部覚えるのは無理です。\nViệc nhớ hết toàn bộ trong một ngày là không thể nào.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
49	幸せ（な）	しあわせ（な）	Hạnh phúc	家族と一緒にいるのが一番幸せです。\nĐược ở cùng gia đình là hạnh phúc nhất.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
50	朝早く	あさはやく	Sáng sớm	朝早く起きられるようになりました。\nTôi đã có thể dậy sớm vào buổi sáng rồi.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
51	スタッフ	スタッフ	Nhân viên	スタッフなら、この服を着てください。\nNếu là nhân viên thì hãy mặc bộ đồ này.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
52	要資格	ようしかく	Yêu cầu bằng cấp	"この仕事は要資格なので	 難しいです。\nVì công việc này yêu cầu bằng cấp nên khá khó."	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
53	時給	じきゅう	Lương theo giờ	時給がいいので、ここで働きたいです。\nVì lương theo giờ tốt nên tôi muốn làm việc ở đây.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
54	至急	しきゅう	Khẩn cấp	至急、ネコさんに電話しなければなりません。\nPhải gọi điện khẩn cấp cho anh Neko.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
55	勤務	きんむ	"Công việc	 làm việc"	勤務時間は選べますか。\nTôi có thể chọn thời gian làm việc không?	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
56	勤務地	きんむち	Nơi làm việc	勤務地なら、駅の近くがいいです。\nNếu là nơi làm việc thì gần nhà ga thì tốt.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
57	勤務時間	きんむじかん	Thời gian làm việc	勤務時間が長いので、疲れました。\nVì thời gian làm việc dài nên tôi đã mệt rồi.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
58	応相談	おうそうだん	Có thể thảo luận	"休みは応相談なので	 安心してください。\nNgày nghỉ có thể thỏa thuận nên hãy yên tâm nhé."	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
59	賄い	まかない	Cơm nhân viên	賄いが食べられるので、この店は人気です。\nCửa hàng này rất được ưa chuộng vì có cơm nhân viên.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
60	塾	じゅく	Lớp học thêm	塾へ行くのは大変ですが、勉強になります。\nViệc đi học thêm vất vả nhưng rất bổ ích.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
61	ラン치	ランチ	Bữa trưa	ランチなら、あの店が安くて美味しいです。\nNếu là bữa trưa thì cửa hàng kia vừa rẻ vừa ngon.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
62	インド	インド	Ấn Độ	インド料理なら、辛いカレーが食べたいです。\nNếu là món Ấn thì tôi muốn ăn món cà ri cay.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
63	豆	まめ	"Đỗ	 hạt"	豆を食べるのは体にいいです。\nViệc ăn đỗ rất tốt cho cơ thể.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
64	絶景	ぜっけい	Tuyệt cảnh	山の上から絶景が見られますよ。\nTừ trên núi có thể ngắm được phong cảnh tuyệt đẹp đấy.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
65	演奏	えんそう	Biểu diễn (nhạc cụ)	ピアノの演奏を聞くのが好きです。\nTôi thích nghe biểu diễn piano.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
66	駅名	えきめい	Tên nhà ga	日本の駅名は漢字が多いので、難しいです。\nVì tên các nhà ga ở Nhật nhiều chữ Hán nên rất khó.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
67	字幕	じまく	Phụ đề	字幕なしで映画が見られるようになりたいです。\nTôi muốn có thể xem phim mà không cần phụ đề.	1	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
